ApplicationDate,Age,AnnualIncome,CreditScore,EducationLevel,Experience,LoanAmount,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,LoanPurpose,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,MonthlyIncome,NetWorth,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
06-02-2063,47,35624,624,High School,23,11549,Rent,361,0.202297219,0.219681179,Debt Consolidation,1349,2232,92339,2968.666667,52821,0.205423469,354.7860797,0.241113658,0,48
07-02-2063,53,26246,604,Bachelor,30,27796,Mortgage,197,0.382731408,0.786539095,Home,14414,883,15297,2187.166667,7742,0.270882873,850.2273214,0.478805451,0,57
08-02-2063,28,19535,603,Associate,5,21675,Rent,848,0.073038601,0.399668936,Debt Consolidation,1905,338,87317,1627.916667,59594,0.226615791,516.6478194,0.838278671,0,62
09-02-2063,38,66742,612,Doctorate,20,13714,Mortgage,250,0.258767804,0.057162906,Auto,1322,144,26002,5561.833333,6603,0.224076904,526.640725,0.13963754,0,50
10-02-2063,69,63057,652,Associate,44,14092,Mortgage,405,0.133891167,0.340047878,Debt Consolidation,4549,1597,237429,5254.75,225085,0.163485478,497.861258,0.171818118,1,34.4
11-02-2063,39,57488,602,Master,15,17953,Own,189,0.607672451,0.155830064,Home,3130,924,174562,4790.666667,168819,0.214430195,490.173719,0.141770189,1,36
12-02-2063,53,36780,501,High School,31,26405,Mortgage,149,0.233552889,0.39107478,Auto,384,1390,9782,3065,3182,0.25005322,775.1040828,0.301502148,0,68
13-02-2063,51,16455,528,High School,27,34742,Own,353,0.28850884,0.288124017,Debt Consolidation,7906,980,107636,1371.25,62648,0.27735514,1432.094057,1.301800588,0,52
14-02-2063,22,21206,556,Associate,0,38755,Mortgage,449,0.175121469,0.193535634,Debt Consolidation,795,306,51729,1767.166667,8352,0.252254843,1142.639388,0.900673048,0,51
15-02-2063,43,47762,564,Master,21,10840,Mortgage,690,0.105540189,0.076152553,Auto,532,971,21289,3980.166667,9958,0.208697164,334.9089865,0.257504037,1,40
16-02-2063,41,57758,508,Bachelor,18,27447,Other,259,0.4014716,0.052481173,Home,731,433,70369,4813.166667,7393,0.289651936,971.806028,0.255716478,0,51
17-02-2063,43,17106,603,Master,18,9587,Mortgage,185,0.13139589,0.309303164,Home,1206,172,29985,1425.5,11349,0.228500811,370.3614057,0.389590604,0,52
18-02-2063,30,15000,521,High School,7,15986,Mortgage,328,0.253250788,0.164299473,Auto,7459,445,282857,1250,236737,0.25585229,857.8982798,0.948718624,0,51
19-02-2063,26,106906,592,High School,4,50289,Rent,254,0.152154675,0.464959739,Debt Consolidation,1014,312,61435,8908.833333,52597,0.249492271,1353.077354,0.180391449,0,52
20-02-2063,34,63444,619,High School,11,9757,Mortgage,327,0.36850262,0.086247595,Education,4504,856,25418,5287,5366,0.218279415,268.5240962,0.112639322,0,62
21-02-2063,38,28240,618,Bachelor,13,9066,Rent,122,0.254037547,0.384697248,Other,3473,2992,151773,2353.333333,144477,0.167561399,260.457406,0.162517311,0,51
22-02-2063,54,59389,541,Master,30,15201,Mortgage,761,0.31602134,0.261597594,Auto,17164,565,248014,4949.083333,238711,0.254009176,388.6673028,0.232299039,1,43.2
23-02-2063,61,46085,623,Associate,41,19225,Mortgage,134,0.12356715,0.498866016,Home,3176,158,19533,3840.416667,2996,0.237318603,503.0085569,0.165869647,0,53
24-02-2063,56,45922,519,High School,32,22670,Rent,388,0.16246992,0.075680675,Education,1439,119,77807,3826.833333,72772,0.273477975,696.9561058,0.283512767,0,48
25-02-2063,50,45553,600,Bachelor,27,17192,Mortgage,256,0.371141343,0.220403052,Home,394,161,54509,3796.083333,3267,0.242235317,562.6173951,0.215647899,0,54
26-02-2063,27,16267,546,High School,2,13693,Mortgage,325,0.282834793,0.065762958,Debt Consolidation,1555,198,186823,1355.583333,160922,0.242074054,538.7077412,0.637148392,0,48
27-02-2063,35,62103,524,Bachelor,12,24432,Mortgage,482,0.354663119,0.135235683,Education,835,95,238131,5175.25,221106,0.262362117,827.0314162,0.252940711,1,36.8
28-02-2063,42,133354,577,High School,20,36503,Rent,423,0.287689789,0.442890563,Education,7172,803,76750,11112.83333,69366,0.241763731,904.815754,0.119484898,1,41.6
01-03-2063,32,74799,573,Master,12,22833,Mortgage,242,0.173846113,0.190574424,Debt Consolidation,1545,418,71964,6233.25,55447,0.271942428,699.8663948,0.151103581,0,49
02-03-2063,46,64098,595,Master,25,17773,Rent,411,0.348453546,0.365457326,Auto,13808,766,14574,5341.5,1591,0.222047533,561.9350255,0.182146406,1,43.2
03-03-2063,48,52778,434,Bachelor,23,20653,Rent,190,0.361908357,0.19919953,Debt Consolidation,3425,2048,20047,4398.166667,10311,0.308984191,886.9462376,0.244862535,0,53
04-03-2063,46,28579,502,High School,23,28602,Rent,282,0.188068182,0.260744959,Auto,1615,798,46367,2381.583333,19016,0.2518379,951.2944617,0.517846445,0,53
05-03-2063,52,37553,453,High School,30,9029,Mortgage,837,0.062846975,0.259616101,Home,3281,1257,118763,3129.416667,92010,0.324519872,305.8620287,0.3651997,0,53
06-03-2063,29,55121,540,High School,4,32055,Mortgage,422,0.492782056,0.211066665,Home,2064,2810,28146,4593.416667,2338,0.300873905,885.9228404,0.284738559,0,56
07-03-2063,51,111055,626,Bachelor,26,29673,Other,459,0.410991221,0.170160634,Education,3042,1436,55603,9254.583333,7320,0.21152683,730.7169666,0.128554352,1,37.6
08-03-2063,31,82687,556,High School,10,18549,Mortgage,131,0.703899886,0.540754415,Debt Consolidation,6863,540,282273,6890.583333,262643,0.250522792,738.0179841,0.126116751,1,44
09-03-2063,28,56274,491,Master,3,20655,Rent,264,0.487088658,0.238860535,Auto,1935,1539,168787,4689.5,159358,0.26644899,577.4154696,0.179425412,0,52
10-03-2063,46,80483,615,Master,27,50331,Other,448,0.347237262,0.320545179,Home,7377,2811,73938,6706.916667,52556,0.240963232,2663.47551,0.463920407,0,48
11-03-2063,54,45709,584,High School,31,20855,Rent,214,0.567731631,0.073797668,Auto,30964,2722,78848,3809.083333,62353,0.246166923,607.4442051,0.215654039,0,51
12-03-2063,45,62037,584,Bachelor,22,65447,Rent,287,0.421263367,0.212860085,Other,5194,1350,63175,5169.75,51267,0.314780489,1936.81116,0.430158356,0,57
13-03-2063,40,51530,605,Bachelor,15,29326,Rent,419,0.535752582,0.259214197,Home,484,2097,79016,4294.166667,50940,0.216693589,1114.963224,0.357220235,0,49
14-03-2063,43,56788,512,Associate,20,25920,Mortgage,321,0.375238509,0.075498479,Other,1392,3427,31382,4732.333333,3724,0.225674005,997.5211194,0.278619663,0,50
15-03-2063,41,27300,538,High School,19,29010,Rent,421,0.394231364,0.174505315,Auto,1061,3472,354644,2275,296247,0.22868746,927.7282593,0.592847587,0,46
16-03-2063,26,21077,594,High School,4,10153,Mortgage,880,0.270508761,0.67146965,Education,2399,3380,19006,1756.416667,7875,0.154736664,918.6634723,1.024052838,0,61
17-03-2063,25,28804,541,Bachelor,0,10284,Rent,676,0.544880699,0.240223617,Debt Consolidation,993,197,175181,2400.333333,29107,0.266542543,350.5448399,0.427667618,0,55
18-03-2063,39,43865,468,High School,16,25024,Mortgage,451,0.268908448,0.196114846,Education,224,2391,91139,3655.416667,70101,0.299048842,899.6301729,0.369487338,0,49
19-03-2063,40,34564,624,Bachelor,16,31027,Own,399,0.175494372,0.35302967,Home,4306,641,110510,2880.333333,63449,0.221864936,730.413943,0.392112236,0,52
20-03-2063,40,263496,637,Master,22,10799,Mortgage,648,0.154693998,0.229487471,Debt Consolidation,13025,1176,62886,21958,10720,0.21944211,270.9795562,0.041851697,1,36.8
21-03-2063,48,62895,464,Bachelor,27,43498,Mortgage,484,0.207109002,0.141001526,Auto,1910,1063,9006,5241.25,7145,0.262752768,1758.946195,0.427941082,0,50
22-03-2063,37,142825,573,Doctorate,13,30466,Mortgage,627,0.429316923,0.076589232,Debt Consolidation,1693,1243,62872,11902.08333,30903,0.206846958,938.2417628,0.131509898,1,42.4
23-03-2063,46,114818,629,Bachelor,27,20215,Other,437,0.188957668,0.334048437,Education,1616,378,157358,9568.166667,97550,0.271514118,490.8806348,0.096975802,1,37.6
24-03-2063,38,68873,633,Associate,14,40802,Mortgage,369,0.16784888,0.458792127,Home,1868,9820,664482,5739.416667,650958,0.22452709,1137.434173,0.262471652,1,35.2
25-03-2063,61,70609,667,Master,40,19106,Own,978,0.196362591,0.174252977,Home,3829,3045,24841,5884.083333,13932,0.160170981,464.7943911,0.245202916,1,34.4
26-03-2063,40,26462,632,Associate,20,16734,Other,300,0.481678266,0.321811783,Home,1450,1442,120137,2205.166667,83771,0.177418514,602.8093401,0.409406397,0,52
27-03-2063,68,52324,587,Doctorate,47,22574,Own,744,0.550500228,0.157109111,Education,1721,1036,53818,4360.333333,6068,0.172102229,1118.39124,0.4271213,0,57
28-03-2063,44,86332,640,Associate,18,18294,Mortgage,311,0.385521416,0.304529963,Debt Consolidation,3917,1347,59618,7194.333333,48227,0.149759837,1650.978255,0.272711614,1,44
29-03-2063,37,70234,635,Doctorate,14,13467,Own,415,0.291620577,0.69233914,Debt Consolidation,5754,2275,274475,5852.833333,254401,0.190891279,315.5019164,0.124811672,1,48.8
30-03-2063,29,25748,529,High School,8,14461,Own,365,0.344425819,0.466533746,Auto,2091,1154,333971,2145.666667,294525,0.232874773,1362.444785,0.805085344,0,52
31-03-2063,22,33577,503,High School,0,28209,Own,362,0.352774629,0.233108197,Debt Consolidation,2052,1600,31618,2798.083333,23914,0.311935762,829.3439013,0.425771415,0,53
01-04-2063,28,44810,587,High School,4,16091,Mortgage,286,0.159749123,0.315013807,Auto,3805,359,154414,3734.166667,49386,0.200632649,386.0152366,0.179963911,1,43.2
02-04-2063,29,38874,445,High School,7,10537,Rent,495,0.260410859,0.315063091,Debt Consolidation,1573,235,30477,3239.5,7436,0.306552155,383.4211336,0.271159479,0,55
03-04-2063,44,53252,662,Bachelor,20,20630,Own,356,0.202812308,0.361247363,Home,4730,679,136384,4437.666667,76381,0.194916826,761.3519853,0.251788174,0,53
04-04-2063,33,39573,575,High School,8,16519,Own,305,0.62296849,0.061744642,Education,8824,1955,19494,3297.75,7644,0.218250203,855.5484993,0.35192131,0,53
05-04-2063,42,15000,641,Bachelor,18,23065,Mortgage,123,0.266646384,0.23271016,Education,11100,1015,26958,1250,1692,0.199686128,856.809225,0.78384738,0,54
06-04-2063,55,53159,595,Bachelor,34,17529,Mortgage,348,0.402823055,0.271410967,Home,9876,155,52501,4429.916667,14180,0.219132878,668.654379,0.229497405,0,53
07-04-2063,38,28726,628,Bachelor,18,59524,Rent,401,0.277683864,0.074086579,Home,1593,761,54283,2393.833333,39217,0.1924192,1787.382283,0.914174873,0,49
08-04-2063,64,93957,612,Master,45,14304,Rent,560,0.380746299,0.448849238,Debt Consolidation,779,4099,15111,7829.75,1627,0.204380702,534.7860477,0.139823883,1,48.8
09-04-2063,25,45652,609,High School,4,20653,Rent,366,0.424162599,0.133353613,Home,1844,851,265662,3804.333333,253080,0.224649624,1076.187609,0.379090759,0,43
10-04-2063,38,82934,567,High School,16,17341,Own,161,0.349964574,0.179714255,Other,10534,358,189106,6911.166667,169899,0.230337867,556.1256207,0.103763323,1,36
11-04-2063,33,57302,579,High School,11,25023,Mortgage,605,0.202504671,0.307165821,Debt Consolidation,7864,1977,40657,4775.166667,26740,0.225604505,594.8769332,0.251274357,0,54
12-04-2063,51,105132,526,High School,29,51094,Rent,285,0.347398827,0.250385128,Education,3115,8219,31822,8761,4337,0.343684295,1792.734347,0.237157213,0,53
13-04-2063,18,15000,586,Associate,0,38431,Mortgage,447,0.206561163,0.136745927,Debt Consolidation,2930,431,28153,1250,8338,0.212604147,3583.260393,3.224208314,0,52
14-04-2063,22,41483,623,Doctorate,0,30569,Mortgage,472,0.151682262,0.139694481,Other,2991,1235,27270,3456.916667,2057,0.223509446,722.7464892,0.34561044,0,48
15-04-2063,38,15000,596,Associate,16,15222,Rent,316,0.315224781,0.192214081,Home,483,529,63610,1250,53416,0.192159308,768.9178636,0.867934291,0,50
16-04-2063,58,78687,632,Associate,39,27805,Mortgage,367,0.068304725,0.378771625,Auto,2594,1065,95702,6557.25,78355,0.213172621,1052.089985,0.216415416,0,48
17-04-2063,42,50653,631,Master,15,18907,Rent,422,0.129134508,0.301381867,Home,2163,325,163826,4221.083333,151676,0.164764476,930.055501,0.320310071,0,52
18-04-2063,23,34312,537,Master,3,41306,Mortgage,532,0.396557848,0.432179003,Debt Consolidation,11840,1948,55202,2859.333333,31391,0.323418771,1246.797585,0.62210221,0,61
19-04-2063,25,56961,573,Doctorate,4,19359,Rent,212,0.207918023,0.268739216,Home,3782,1773,69732,4746.75,63325,0.18385767,572.5804355,0.16528792,1,40
20-04-2063,60,34246,575,Master,36,27884,Other,552,0.130684502,0.482361837,Education,1431,3015,375222,2853.833333,370001,0.257623142,830.9408939,0.48459063,0,53
21-04-2063,32,137041,613,Bachelor,9,43226,Rent,307,0.343847552,0.19284847,Debt Consolidation,1767,503,84864,11420.08333,81266,0.240886045,1697.89091,0.175558343,1,34.4
22-04-2063,28,32385,559,High School,2,25254,Own,830,0.316372507,0.529667555,Home,2434,2075,152308,2698.75,145990,0.260772744,593.7999752,0.527577573,0,55
23-04-2063,57,54617,645,Bachelor,33,14841,Mortgage,597,0.194263078,0.031995381,Auto,25037,1347,82119,4551.416667,59925,0.197078615,449.3102333,0.229886717,0,44
24-04-2063,52,39867,596,High School,30,69873,Other,236,0.333011724,0.613474646,Auto,12353,474,147296,3322.25,141702,0.296582137,2086.699221,0.699134388,0,67
25-04-2063,55,69407,566,High School,30,16680,Mortgage,224,0.250782103,0.102852211,Home,20756,602,21358,5783.916667,5243,0.215268789,521.2464022,0.128848053,0,54
26-04-2063,28,24503,583,Master,3,27782,Rent,433,0.244507188,0.662658773,Home,4219,543,59295,2041.916667,52467,0.206536287,1422.874039,0.908888237,0,63
27-04-2063,21,61406,558,Associate,0,11032,Mortgage,474,0.1860336,0.109784737,Auto,4360,1661,67263,5117.166667,63832,0.216771571,302.6702844,0.151777406,0,49
28-04-2063,41,40075,571,Bachelor,17,18245,Rent,404,0.503750594,0.180693493,Home,2118,186,37885,3339.583333,34075,0.285294,573.9142846,0.292825238,0,55
29-04-2063,44,30535,410,Bachelor,22,51580,Rent,404,0.207221713,0.093183912,Debt Consolidation,7199,815,109200,2544.583333,75129,0.332178772,1772.15539,0.855210895,0,49
30-04-2063,44,71153,499,Associate,22,13040,Mortgage,297,0.593605866,0.221677165,Home,1126,1645,28813,5929.416667,1062,0.243182184,345.8252464,0.108412898,1,45.6
01-05-2063,57,44777,657,Associate,34,16075,Other,579,0.625235913,0.129455365,Debt Consolidation,2986,2401,91940,3731.416667,9053,0.21909,505.6663745,0.290684872,0,53
02-05-2063,19,63609,578,Master,0,67496,Other,518,0.488746357,0.458313277,Debt Consolidation,7532,4501,190082,5300.75,167515,0.251916846,6421.383609,1.309132407,0,53
03-05-2063,50,78772,556,Master,28,16489,Mortgage,462,0.309693672,0.256939793,Home,935,7070,79746,6564.333333,64680,0.236550731,643.9280244,0.1684753,1,40
04-05-2063,26,29199,543,High School,2,15254,Rent,447,0.298489742,0.229595431,Home,3100,191,137332,2433.25,105318,0.22803061,1433.590791,0.772871999,0,50
05-05-2063,50,53143,542,High School,31,15362,Mortgage,279,0.180002306,0.143885752,Home,4497,464,179614,4428.583333,160986,0.24902981,450.0216765,0.164617355,1,36
06-05-2063,34,40396,612,Bachelor,14,30786,Rent,477,0.198355609,0.548128331,Auto,965,4817,46656,3366.333333,20134,0.21599683,1169.365213,0.489067793,0,61
07-05-2063,30,46868,504,Bachelor,6,50824,Mortgage,827,0.476061078,0.043387427,Home,1726,262,68998,3905.666667,50680,0.29241153,1620.718573,0.626709543,0,52
08-05-2063,32,70867,625,Bachelor,10,21857,Own,405,0.59391875,0.340202951,Home,1877,1928,96926,5905.583333,27846,0.293207943,576.5729496,0.166211006,0,52
09-05-2063,22,28313,625,Bachelor,0,18122,Mortgage,346,0.372000794,0.194107552,Other,3212,1341,22993,2359.416667,2211,0.222212459,427.0041477,0.327625111,0,51
10-05-2063,40,62193,594,Bachelor,17,19072,Rent,297,0.192986687,0.304751605,Debt Consolidation,614,1814,29421,5182.75,2392,0.214045885,722.5068189,0.196711556,0,65
11-05-2063,30,69761,588,Master,10,13776,Mortgage,483,0.193140166,0.354295621,Home,8174,85,92260,5813.416667,80441,0.205054678,515.5204189,0.171761371,1,48
12-05-2063,49,24436,665,Bachelor,26,13204,Other,260,0.06144837,0.229997549,Auto,1650,820,88943,2036.333333,74721,0.215530036,277.7746102,0.264089676,0,45
13-05-2063,47,28431,593,High School,23,29146,Mortgage,351,0.436959627,0.375405978,Debt Consolidation,498,618,75250,2369.25,57598,0.212900625,793.2603498,0.482963111,0,61
14-05-2063,60,44958,672,Master,37,16281,Mortgage,613,0.059416755,0.450077251,Debt Consolidation,505,166,28243,3746.5,9080,0.205890006,367.3353366,0.261666979,0,50
15-05-2063,44,38049,542,Associate,22,34032,Other,428,0.548354789,0.728678592,Other,2300,2165,45997,3170.75,24969,0.1824256,3123.983436,1.120234467,0,63
16-05-2063,46,32797,590,Master,24,4970,Mortgage,615,0.134553073,0.222147256,Home,868,200,28216,2733.083333,15466,0.202539493,460.9977613,0.393693726,0,61
17-05-2063,56,114865,537,Master,35,42398,Mortgage,335,0.645231144,0.280883225,Education,181,2441,90066,9572.083333,64304,0.264717731,1281.284533,0.168853997,0,54
18-05-2063,32,79360,611,High School,12,13540,Own,425,0.402725572,0.138911808,Auto,8089,378,24385,6613.333333,4512,0.193410169,498.6601377,0.139666351,0,50
19-05-2063,22,30534,579,Bachelor,2,30510,Rent,415,0.192373908,0.149731196,Other,5975,2519,62709,2544.5,60258,0.225213572,1173.435784,0.624262442,0,48
20-05-2063,42,23238,585,Bachelor,19,38761,Mortgage,478,0.14741819,0.172561542,Home,3358,275,154095,1936.5,135238,0.299989536,1021.779499,0.774479473,0,50
21-05-2063,22,54823,485,Doctorate,1,23187,Mortgage,326,0.455945966,0.368531822,Home,6702,2516,43128,4568.583333,2065,0.232869589,746.8276881,0.234827212,0,58
22-05-2063,69,113852,652,Associate,45,30585,Mortgage,960,0.274166656,0.25280216,Home,1815,1144,67060,9487.666667,47763,0.200176574,732.910262,0.17843273,1,36
23-05-2063,57,178362,613,High School,36,22963,Mortgage,457,0.155246821,0.144171649,Other,1723,1027,51264,14863.5,25203,0.296613904,627.8275858,0.072986012,1,35.2
24-05-2063,65,36047,477,High School,45,56907,Rent,1564,0.327539058,0.208541776,Education,964,4740,18979,3003.916667,16495,0.268816171,3091.201385,1.549710562,0,53
25-05-2063,40,15000,574,Associate,18,26897,Rent,212,0.433656599,0.078272921,Debt Consolidation,916,2195,102435,1250,94648,0.253389546,896.9196843,0.887135747,0,55
26-05-2063,46,20623,605,Bachelor,19,12304,Rent,378,0.285090259,0.128299087,Home,624,144,138510,1718.583333,81668,0.172477505,609.8033402,0.574777679,0,47
27-05-2063,34,15000,593,High School,12,21008,Rent,595,0.369598013,0.486342955,Debt Consolidation,2166,327,32928,1250,3759,0.311406066,581.7337614,0.941387009,0,58
28-05-2063,50,69740,597,Bachelor,26,47841,Mortgage,292,0.238890474,0.152997767,Debt Consolidation,2311,311,85850,5811.666667,69392,0.309103932,1316.776232,0.276818394,0,51
29-05-2063,25,39236,582,Associate,2,17392,Own,592,0.138823884,0.065304613,Auto,1010,303,57574,3269.666667,53344,0.2896704,511.6973104,0.337556523,0,48
30-05-2063,18,57679,555,Master,0,29670,Rent,429,0.390220581,0.53082476,Home,1425,6711,8136,4806.583333,3990,0.285334115,1043.13907,0.306275574,0,65
31-05-2063,30,75902,535,Associate,5,21874,Rent,863,0.066944095,0.091853999,Debt Consolidation,2037,1607,54308,6325.166667,25757,0.272100518,752.5010968,0.255408463,0,52
01-06-2063,22,108364,590,Associate,0,22248,Rent,750,0.275230429,0.078317533,Education,3143,522,61599,9030.333333,1430,0.269461183,591.1082979,0.148511494,0,49
02-06-2063,57,89750,632,Associate,37,19308,Mortgage,208,0.047721483,0.320005134,Debt Consolidation,3240,598,45249,7479.166667,5362,0.187605823,705.4194035,0.1221285,1,40.8
03-06-2063,61,94026,670,Bachelor,40,14158,Other,627,0.18341505,0.456721113,Home,2190,8761,11302,7835.5,2937,0.172267891,506.3707663,0.144645621,1,38.4
04-06-2063,23,20022,574,Master,1,24320,Other,297,0.197368179,0.291441706,Auto,1241,157,183344,1668.5,161559,0.201775382,906.0198481,0.721018788,0,49
05-06-2063,55,39468,610,Bachelor,31,13295,Mortgage,825,0.174763809,0.111569886,Home,17043,7275,24318,3289,11748,0.207954,1236.64249,0.62682958,0,51
06-06-2063,51,130003,632,Associate,30,34551,Mortgage,197,0.126764528,0.280422326,Debt Consolidation,2287,2776,87335,10833.58333,49377,0.214192007,942.8865622,0.10521787,1,36.8
07-06-2063,21,28790,602,Bachelor,0,61986,Mortgage,589,0.195100277,0.054891065,Other,6834,1061,23921,2399.166667,6043,0.280919692,1933.425643,1.051375746,0,54
08-06-2063,35,95810,612,Associate,14,25721,Mortgage,295,0.319721712,0.261293688,Home,2029,833,24998,7984.166667,3215,0.176023088,1279.160842,0.197160318,0,61
09-06-2063,33,41042,464,High School,9,27431,Rent,214,0.366005544,0.345992872,Debt Consolidation,1397,191,217020,3420.166667,178138,0.326245566,1204.270327,0.414678717,0,54
10-06-2063,48,66049,568,Associate,29,18660,Mortgage,347,0.441053213,0.163817898,Debt Consolidation,4529,817,5346,5504.083333,2772,0.203126657,570.9437051,0.166775038,0,64
11-06-2063,25,22480,567,Associate,3,27704,Own,516,0.470410806,0.136029341,Home,8138,3468,199913,1873.333333,189303,0.252075182,704.9135536,0.651733214,0,51
12-06-2063,38,82120,632,Associate,15,23096,Mortgage,367,0.464630733,0.103014613,Auto,1402,5388,78941,6843.333333,69010,0.287616361,617.0759687,0.143800677,0,48
13-06-2063,31,36773,601,Bachelor,11,46406,Mortgage,319,0.215310367,0.257128599,Debt Consolidation,8962,902,22015,3064.416667,14960,0.228543538,1304.326699,0.529734327,0,60
14-06-2063,45,52342,619,Master,20,12985,Rent,238,0.076880018,0.600461768,Auto,2439,489,50593,4361.833333,21905,0.192356743,656.0436752,0.204969701,1,43.2
15-06-2063,37,41439,600,Associate,14,20370,Other,597,0.344363139,0.033287044,Debt Consolidation,1718,862,10776,3453.25,9988,0.231697841,654.7847983,0.362494693,0,48
16-06-2063,33,66413,517,High School,11,25602,Mortgage,188,0.345394422,0.165262523,Home,1245,2261,147597,5534.416667,131336,0.318016935,763.3091139,0.171889681,0,46
17-06-2063,37,68886,558,High School,14,27397,Rent,668,0.271140089,0.314073545,Home,28866,269,29135,5740.5,1272,0.1787176,1366.073632,0.354337363,1,43.2
18-06-2063,64,16782,589,High School,43,65525,Own,203,0.329519455,0.187646548,Debt Consolidation,2052,2732,21786,1398.5,12514,0.26207877,2647.304248,2.038115301,0,52
19-06-2063,34,32765,607,Master,9,17360,Other,448,0.111145556,0.638758768,Home,14327,2946,26000,2730.416667,22766,0.264258172,412.5089176,0.315156631,0,56
20-06-2063,27,37797,595,Doctorate,2,9491,Rent,177,0.094347243,0.544879884,Other,1836,1784,18200,3149.75,4704,0.196758685,351.1540519,0.167681261,1,48.8
21-06-2063,47,78509,551,High School,24,36191,Other,727,0.473137194,0.169084919,Other,13524,12508,26032,6542.416667,4372,0.30644862,1014.348097,0.266162824,0,58
22-06-2063,38,39665,593,Associate,14,64864,Other,393,0.258778793,0.335738543,Debt Consolidation,9548,373,61276,3305.416667,6733,0.22911543,2507.877864,0.877613371,0,56
23-06-2063,23,27838,593,Bachelor,3,25863,Other,352,0.121088916,0.263050527,Home,1292,2477,62774,2319.833333,29881,0.269471291,788.9180981,0.491810374,0,53
24-06-2063,66,24678,614,High School,41,47537,Rent,384,0.469652513,0.154823926,Auto,4650,4949,16066,2056.5,13385,0.242765479,1375.184028,0.855426223,0,50
25-06-2063,35,75066,624,Bachelor,13,47070,Other,1232,0.143786259,0.047122988,Education,3832,459,77777,6255.5,62314,0.231717883,1826.283762,0.488895174,0,47
26-06-2063,35,15000,592,Master,10,15996,Mortgage,660,0.213415169,0.169966774,Auto,2139,373,30425,1250,5937,0.238629104,458.9004284,0.895120343,0,55
27-06-2063,41,95770,572,Master,17,39689,Mortgage,559,0.158672851,0.215653889,Debt Consolidation,1542,317,73777,7980.833333,62743,0.2624268,3796.184031,0.545705423,0,51
28-06-2063,60,23491,623,Bachelor,35,13742,Mortgage,243,0.254837626,0.635614065,Education,31771,6323,44001,1957.583333,26149,0.190759967,411.4387168,0.334309506,0,58
29-06-2063,19,29035,516,High School,0,17236,Mortgage,605,0.826097814,0.43908269,Education,7010,842,79698,2419.583333,66123,0.196077114,873.940479,0.61123767,0,59
30-06-2063,43,29212,568,Associate,22,35345,Rent,348,0.60523683,0.021371268,Auto,1316,3915,20472,2434.333333,9873,0.247967862,1033.215857,0.567389781,0,58
01-07-2063,65,36808,643,Doctorate,38,15757,Other,459,0.311833664,0.579799908,Other,21981,1153,41605,3067.333333,6918,0.196311361,414.2367291,0.284689218,0,56
02-07-2063,41,32999,576,High School,22,28488,Mortgage,274,0.500677266,0.124216831,Other,933,1639,110444,2749.916667,87768,0.248529947,764.8185337,0.377763641,0,50
03-07-2063,25,34664,520,Associate,5,23687,Rent,697,0.172636225,0.482749701,Debt Consolidation,1652,3062,55561,2888.666667,7400,0.218478605,744.3293934,0.498960095,0,56
04-07-2063,32,20255,559,Associate,9,15085,Rent,588,0.119422643,0.298649307,Debt Consolidation,1067,500,44192,1687.916667,1937,0.239511864,591.4410237,0.698755482,0,53
05-07-2063,42,38160,630,High School,19,18932,Mortgage,320,0.213040395,0.175409771,Education,3872,1093,67489,3180,10674,0.198279922,701.9228097,0.321359374,0,48
06-07-2063,55,106915,647,Associate,34,12690,Mortgage,598,0.102021758,0.50490634,Home,503,518,80079,5253.25,34938,0.207069111,341.2182514,0.178788036,0,56
07-07-2063,35,46193,455,High School,11,25715,Rent,493,0.35923263,0.86680743,Other,6230,1079,135778,3849.416667,124950,0.378566109,831.2357574,0.344009462,0,59
08-07-2063,49,18929,631,Master,25,12404,Rent,506,0.203974046,0.48812792,Debt Consolidation,1221,980,170672,1577.416667,151317,0.193572474,324.2097766,0.526309753,0,53
09-07-2063,22,27399,567,High School,0,13283,Rent,352,0.113991356,0.132250307,Education,855,1436,370253,2283.25,357709,0.253957379,313.796685,0.291600431,0,49
10-07-2063,22,15000,542,Bachelor,0,13617,Rent,124,0.096400885,0.506805596,Debt Consolidation,3722,2485,18745,1250,3256,0.227567281,381.968802,0.404775042,0,62
11-07-2063,34,34831,478,Master,12,24265,Mortgage,260,0.616600432,0.355498807,Debt Consolidation,3633,4040,103163,2902.583333,18566,0.295181606,722.4715649,0.338481777,0,60
12-07-2063,57,52880,643,Doctorate,35,15360,Rent,666,0.252130972,0.024732527,Debt Consolidation,357,2057,35897,4406.666667,19299,0.154923338,1389.938593,0.466551874,0,47
13-07-2063,40,72386,625,Bachelor,21,25120,Mortgage,489,0.19722723,0.186952501,Home,4512,3778,13452,6032.166667,8899,0.203019846,768.4582283,0.208458801,0,52
14-07-2063,43,83542,490,High School,20,21885,Rent,901,0.066580612,0.42030006,Other,6446,1489,8019,6961.833333,2574,0.312399087,644.1078362,0.221939791,0,54
15-07-2063,43,28564,625,High School,19,53016,Other,490,0.337415309,0.207206276,Auto,450,1353,19767,2380.333333,3234,0.199731927,1612.538972,0.883296025,0,53
16-07-2063,53,59242,650,Bachelor,31,15167,Own,1425,0.483773294,0.392275362,Education,8028,185,32624,4936.833333,4049,0.178384534,547.0950368,0.399465589,0,56
